country_code,location,name,coordinates
FR,JLS,Saint-Jean-Lasseille,4235N 00252E
FR,SJ6,Saint-Jean-le-Blanc,4856N 00039W
FR,TNB,Saint-Jean-le-Blanc,4753N 00155E
FR,CJJ,Saint-Jean-le-Centenier,4435N 00432E
FR,JLG,Saint-Jean-Lespinasse,4452N 00152E
FR,SJX,Saint-Jean-le-Vieux,4601N 00523E
FR,87L,Saint-Jean-Ligoure,4541N 00119E
FR,2ZM,Saint-Jeannet,4357N 00607E
FR,D5M,Saint-Jeannet,4345N 00709E
FR,SJJ,Saint-Jean-Pied-de-Port,4310N 00114W
FR,JPC,Saint-Jean-Pla-de-Corts,4231N 00247E
FR,SJP,Saint-Jean-Poutge,4344N 00023E
FR,2TJ,Saint-Jean-Saint-Germain,4705N 00102E
FR,6SM,Saint-Jean-Saint-Maurice-sur-Loire,4558N 00400E
FR,8YT,Saint-Jean-Saint-Nicolas,4440N 00613E
FR,35L,Saint-Jean-sur-Couesnon,4817N 00122W
FR,NYM,Saint-Jean-sur-Mayenne,4808N 00045W
FR,ZGS,Saint-Jean-sur-Vilaine,4807N 00122W
FR,TJO,Saint-Jeoire,4609N 00628E
FR,SJO,Saint-Jeoire-Prieure,4532N 00559E
FR,S2J,Saint-Jeures,4506N 00412E
FR,JAC,Saint-Joachim,4723N 00212W
FR,SJZ,Saint-Jorioz,4550N 00610E
FR,STJ,Saint-Jory,4344N 00123E
FR,JPH,Saint-Joseph,4533N 00437E
FR,SJ2,Saint-Joseph,4932N 00132W
FR,JGT,Saint-Jouan-des-Guerets,4836N 00158W
FR,AJB,Saint-Jouin-Bruneval,4939N 00010E
FR,7JT,Saint-Jouvent,4557N 00112E
FR,SJR,Saint-Juery,4357N 00213E
FR,9IN,Saint-Julien,4623N 00527E
FR,JLI,Saint-Julien,4801N 00553E
FR,JUN,Saint-Julien,4724N 00507E
FR,SX9,Saint-Julien,4602N 00440E
FR,SJB,Saint-Julien-Beychevelle,4509N 00044W
FR,JCP,Saint-Julien-Chapteuil,4502N 00404E
FR,JDA,Saint-Julien-d'Armagnac,4359N 00008W
FR,KAQ,Saint-Julien-de-Chedon,4718N 00112W
FR,JCL,Saint-Julien-de-Concelles,4715N 00123W
FR,S4J,Saint-Julien-de-Mailloc,4905N 00020E
FR,JPY,Saint-Julien-de-Peyrolas,4711N 00003E
FR,JLL,Saint-Julien-des-Landes,4638N 00142W
FR,S5Y,Saint-Julien-D'Eymet,4443N 00026E
FR,L43,Saint-Julien-d'Oddes,4551N 00400E
FR,JPN,Saint-Julien-du-Pinet,4508N 00402E
FR,JUL,Saint-Julien-du-Sault,4802N 00318E
FR,SJG,Saint-Julien-en-Genevois,4608N 00605E
FR,JEZ,Saint-Julien-en-Saint-Alban,4444N 00441E
FR,JG2,Saint-Julien-Gaulene,4400N 00221E
FR,S65,Saint-Julien-Innocence-Eulalie,4442N 00022E
FR,TJR,Saint-Julien-l'Ars,4633N 00030E
FR,JLV,Saint-Julien-la-Vetre,4549N 00349E
FR,4JP,Saint-Julien-le-Petit,4549N 00142E
FR,S54,Saint-Julien-les-Gorze,4901N 00554E
FR,ZJU,Saint-Julien-les-Villas,4816N 00406E
FR,JMM,Saint-Julien-Molin-Molette,4519N 00437E
FR,ZJI,Saint-Julien-Mont-Denis,4515N 00624E
FR,JL3,Saint-Julien-sur-Dheune,4646N 00432E
FR,JNI,Saint-Junien,4553N 00053E
FR,JDD,Saint-Just,4520N 00030E
FR,JJU,Saint-Just,4339N 00407E
FR,JSU,Saint-Just,4907N 00127E
FR,XSJ,Saint-Just,4612N 00517E
FR,S3Y,Saint-Just-Chaleyssin,4535N 00500E
FR,SUJ,Saint-Just-d'Ardeche,4418N 00437E
FR,SIJ,Saint-Just-d'Avray,4600N 00426E
FR,JDX,Saint-Just-de-Claix,4504N 00517E
FR,JCE,Saint-Just-en-Chaussee,4930N 00226E
FR,JTC,Saint-Just-en-Chevalet,4555N 00351E
FR,IJJ,Saint-Justin,4359N 00014W
FR,JSZ,Saint-Just-Luzac,4548N 00102W
FR,JMT,Saint-Just-Malmont,4520N 00419E
FR,ERT,Saint-Just-Saint-Rambert,4530N 00414E
FR,SS5,Saint-Just-Sauvage,4833N 00347E
FR,JSD,Saint-Just-sur-Dive,4710N 00006W
FR,JVT,Saint-Juvat,4821N 00203W
FR,BHJ,Saint-Lager,4607N 00440E
FR,NT8,Saint-Lambert,4843N 00201E
FR,EAB,Saint-Lambert-des-Levees,4717N 00000E
FR,TTA,Saint-Lambert-du-Lattay,4718N 00038W
FR,LM3,Saint-Langis-les-Mortagne,4831N 00032E
FR,JNT,Saint-Lanne,4336N 00004W
FR,SI9,Saint-Lary,4343N 00030E
FR,RSL,Saint-Lary-Soulan,4249N 00019E
FR,SUT,Saint-Laurent,4320N 00048E
FR,XLB,Saint-Laurent-Blangy,5018N 00248E
FR,SDA,Saint-Laurent-d'Agny,4538N 00441E
FR,SL6,Saint-Laurent-d'Aigouze,4338N 00412E
FR,QSP,Saint-Laurent-d'Arce,4502N 00028W
FR,SUS,Saint-Laurent-de-Ceris,4557N 00029E
FR,UCU,Saint-Laurent-de-Chamousset,4544N 00428E
FR,SJW,Saint-Laurent-de-Cognac,4542N 00024W
FR,QJJ,Saint-Laurent-de-la-Cabrerisse,4305N 00242E
FR,LP6,Saint-Laurent-de-la-Pree,4559N 00102W
FR,SL5,Saint-Laurent-de-la-Salanque,4246N 00259E
FR,SLM,Saint-Laurent-de-Mure,4541N 00502E
FR,LT8,Saint-Laurent-de-Neste,4305N 00029E
FR,KJR,Saint-Laurent-des-Arbres,4403N 00442E
FR,AEB,Saint-Laurent-des-Bois,4751N 00126E
FR,KJS,Saint-Laurent-des-Combes,4452N 00008W
FR,2IN,Saint-Laurent-des-Hommes,4502N 00015E
FR,LDG,Saint-Laurent-des-Vignes,4449N 00027E
FR,NTJ,Saint-Laurent-d'Oingt,4557N 00434E
FR,B33,Saint-Laurent-du-Bois,4438N 00008W
FR,XLP,Saint-Laurent-du-Pape,4449N 00446E
FR,SYF,Saint-Laurent-du-Plan,4437N 00007W
FR,ZDP,Saint-Laurent-du-Pont,4523N 00544E
FR,XDV,Saint-Laurent-du-Var,4340N 00711E
FR,XC7,Saint-Laurent-en-Gatines,4735N 00047E
FR,RNU,Saint-Laurent-en-Grandvaux,4634N 00557E
FR,YQS,Saint-Laurent-en-Royans,4502N 00520E
FR,YEA,Saint-Laurent-l'Abbaye,4721N 00259E
FR,UTV,Saint-Laurent-la-Vallee,4444N 00106E
FR,YXU,Saint-Laurent-les-Tours,4452N 00154E
FR,DXO,Saint-Laurent-Medoc,4509N 00049W
FR,UTO,Saint-Laurent-Nouan,4743N 00136E
FR,G87,Saint-Laurent-sur-Gorre,4546N 00057E
FR,UAR,Saint-Laurent-sur-Manoire,4509N 00048E
FR,SL8,Saint-Laurent-sur-Mer,4922N 00053W
FR,SLR,Saint-Laurent-sur-Saone,4618N 00450E
FR,STT,Saint-Laurent-sur-Sevre,4657N 00053W
FR,QGT,Saint-Leger,4952N 00042E
FR,TGR,Saint-Leger,4850N 00314E
FR,B76,Saint-Leger-aux-Bois,4950N 00137E
FR,UY2,Saint-Leger-de-Montbrillais,4704N 00030W
FR,S79,Saint-Leger-de-Montbrun,4700N 00008W
FR,GYP,Saint-Leger-de-Peyre,4436N 00318E
FR,B8S,Saint-Leger-des-Bois,4728N 00043W
FR,YVB,Saint-Leger-du-Bourg-Denis,4926N 00109E
FR,ZLY,Saint-Leger-en-Yvelines,4843N 00146E
FR,GPI,Saint-Leger-le-Petit,4707N 00300E
FR,KGR,Saint-Leger-les-Vignes,4708N 00144W
FR,XSB,Saint-Leger-sous-Brienne,4824N 00430E
FR,GHO,Saint-Leger-sous-Cholet,4706N 00055W
FR,ZLA,Saint-Leger-sous-la-Bussiere,4618N 00433E
FR,XDH,Saint-Leger-sur-Dheune,4651N 00438E
FR,9LV,Saint-Leger-Vauban,4723N 00403E
FR,NMR,Saint-Leomer,4626N 00100E
FR,3SL,Saint-Leon,4324N 00134E
FR,GZJ,Saint-Leon,4446N 00016W
FR,KHJ,Saint-Leonard,4945N 00021E
FR,SLD,Saint-Leonard,5041N 00137E
FR,STF,Saint-Leonard,4913N 00406E
FR,SDN,Saint-Leonard-de-Noblat,4550N 00129E
FR,ZLI,Saint-Leon-sur-l'Isle,4507N 00030E
FR,8LY,Saint-Lery,4805N 00215W
FR,UEN,Saint-Leu-d'Esserent,4913N 00225E
FR,SLF,Saint-Leu-la-Foret,4900N 00214E
FR,LWN,Saint-Lezin,4715N 00046W
FR,SLQ,Saint-Lin,4632N 00014W
FR,ZIA,Saint-Lin,4509N 00000E
FR,SLO,Saint-Lo,4907N 00105W
FR,STI,Saint-Longis,4821N 00021E
FR,SMS,Saint-Lon-les-Mines,4337N 00107W
FR,TLH,Saint-Lothain,4649N 00538E
FR,UBR,Saint-Loubert,4433N 00011W
FR,XOU,Saint-Loubes,4455N 00026W
FR,STL,Saint-Louis,4735N 00734E
FR,LOU,Saint-Louis-de-Montferrand,4457N 00032W
FR,QLB,Saint-Louis-les-Bitche,4859N 00720E
FR,P6T,Saint-Loup,4700N 00519E
FR,SLK,Saint-Loup,4553N 00429E
FR,TOP,Saint-Loup,4621N 00323E
FR,UPV,Saint-Loup-des-Vignes,4802N 00225E
FR,GJK,Saint-Loup-Geanges,4656N 00454E
FR,SOP,Saint-Loup-Lamaire,4645N 00008W
FR,SOE,Saint-Loup-sur-Semouse,4753N 00616E
FR,HYY,Saint-Lubin-de-la-Haye,4849N 00134E
FR,DJ3,Saint-Lubin-des-Joncherets,4846N 00113E
FR,UCA,Saint-Luc,4959N 00114E
FR,S44,Saint-Lumine-de-Clisson,4705N 00120W
FR,IA6,Saint-Lumine-de-Coutais,4703N 00143W
FR,UNR,Saint-Lunaire,4838N 00207W
FR,SLU,Saint-Lupicin,4624N 00547E
FR,33S,Saint-Lye,4822N 00400E
FR,SYZ,Saint-Lyphard,4724N 00218W
FR,DJW,Saint-Lys,4331N 00112E
FR,QMZ,Saint-Macaire,4434N 00013W
FR,S5L,Saint-Macaire-du-Bois,4707N 00016W
FR,UUG,Saint-Macaire-en-Mauges,4707N 00059W
FR,XOM,Saint-Maclou,4922N 00025E
FR,MXG,Saint-Magne-de-Castillon,4452N 00004W
FR,IGI,Saint-Maigrin,4525N 00016W
FR,SAX,Saint-Maixant,4434N 00015W
FR,MXT,Saint-Maixent-l'Ecole,4625N 00012W
FR,HSX,Saint-Maixme-Hauterive,4835N 00111E
FR,SML,Saint-Malo,4839N 00201W
FR,MD6,Saint-Mamert-du-Gard,4353N 00412E
FR,ZSM,Saint-Mammes,4822N 00249E
FR,JPM,Saint-Mande,4850N 00225E
FR,LU2,Saint-Mandrier-sur-Mer,4304N 00556E
FR,JSM,Saint-Manvieu-Bocage,4850N 00059W
FR,SWV,Saint-Manvieu-Norrey,4911N 00030W
FR,SMU,Saint-Marceau,4943N 00444E
FR,8MT,Saint-Marcel,4531N 00634E
FR,NMC,Saint-Marcel,4906N 00127E
FR,SQL,Saint-Marcel,4750N 00550E
FR,STM,Saint-Marcel,4646N 00454E
FR,TMC,Saint-Marcel,4748N 00225W
FR,ZHP,Saint-Marcel-d'Ardeche,4419N 00437E
FR,YSH,Saint-Marcel-les-Annonay,4517N 00437E
FR,MVC,Saint-Marcel-les-Valence,4458N 00457E
FR,ZFM,Saint-Marcellin,4509N 00519E
FR,XZF,Saint-Marcellin-en-Forez,4529N 00410E
FR,S98,Saint-Marcel-Paulel,4340N 00136E
FR,AVU,Saint-Marcel-sur-Aude,4315N 00255E
FR,MJ8,Saint-Marc-Jaumegarde,4333N 00531E
FR,NTD,Saint-Mard,4902N 00242E
FR,HMV,Saint-Mard-de-Vaux,4649N 00441E
FR,MDV,Saint-Mards-de-Blacarville,4922N 00031E
FR,IAD,Saint-Mards-en-Othe,4810N 00348E
FR,TMA,Saint-Mariens,4507N 00025W
FR,7KL,Saint-Mars-de-Coutais,4707N 00144W
FR,IYB,Saint-Mars-la-Briere,4802N 00023E
FR,SMJ,Saint-Mars-la-Jaille,4731N 00111W
FR,V23,Saint-Mars-la-Reorthe,4652N 00056W
FR,MBQ,Saint-Mars-sous-Ballon,4810N 00015E
FR,GSM,Saint-Martial,4438N 00011W
FR,5TM,Saint-Martial-d'Artenset,4501N 00012E
FR,SM5,Saint-Martial-de-Mirambeau,4523N 00036W
FR,X5Z,Saint-Martial-de-Valette,4531N 00039E
FR,VTW,Saint-Martial-de-Vitaterne,4528N 00026W
FR,IAN,Saint-Martial-sur-Ne,4534N 00022W
FR,8SM,Saint-Martin,4821N 00718E
FR,MR8,Saint-Martin,4324N 00058W
FR,ULA,Saint-Martin-au-Laert,5045N 00214E
FR,S7M,Saint-Martin-aux-Arbres,4939N 00053E
FR,OEZ,Saint-Martin-Belle-Roche,4623N 00451E
FR,TMB,Saint-Martin-Boulogne,5043N 00138E
FR,SMB,Saint-Martin-d'Abbat,4751N 00216E
FR,DAS,Saint-Martin-d'Ablois,4900N 00352E
FR,DAD,Saint-Martin-d'Ardeche,4418N 00434E
FR,MA5,Saint-Martin-d'Armagnac,4343N 00004W
FR,IDA,Saint-Martin-d'Ary,4514N 00013W
FR,SAY,Saint-Martin-d'Aubigny,4910N 00121W
FR,S8M,Saint-Martin-d'Auxigny,4712N 00225E
FR,TNX,Saint-Martin-d'Auxy,4643N 00433E
FR,MBW,Saint-Martin-de-Belleville,4523N 00630E
FR,IBV,Saint-Martin-de-Boscherville,4926N 00057E
FR,MCP,Saint-Martin-de-Caralp,4259N 00133E
FR,SMC,Saint-Martin-de-Crau,4338N 00449E
FR,S2E,Saint-Martin-d'Ecublei,4847N 00041E
FR,8FY,Saint-Martin-de-Fontenay,4907N 00022W
FR,6M4,Saint-Martin-de-Gurson,4457N 00006E
FR,M4L,Saint-Martin-de-Lamps,4659N 00131E
FR,55M,Saint-Martin-de-Landelles,4833N 00111W
FR,M6P,Saint-Martin-de-la-Place,4718N 00008W
FR,3SM,Saint-Martin-de-Laye,4502N 00013W
FR,SMN,Saint-Martin-de-Londres,4347N 00344E
FR,T3D,Saint-Martin-de-Macon,4700N 00006W
FR,TNM,Saint-Martin-de-Mailloc,4905N 00018E
FR,L75,Saint-Martin-de-Nigelles,4837N 00137E
FR,S2R,Saint-Martin-de-Re,4612N 00122W
FR,IOF,Saint-Martin-de-Riberac,4514N 00021E
FR,M7T,Saint-Martin-de-Saint-Maixent,4624N 00012W
FR,MIP,Saint-Martin-des-Champs,4834N 00350W
FR,MDS,Saint-Martin-de-Seignanx,4333N 00123W
FR,SIM,Saint-Martin-des-Entrees,4916N 00040W
FR,XES,Saint-Martin-de-Sescas,4435N 00010W
FR,IRY,Saint-Martin-des-Noyers,4643N 00111W
FR,VLG,Saint-Martin-de-Valgalgues,4409N 00404E
FR,XVV,Saint-Martin-de-Villereglan,4306N 00213E
FR,HDD,Saint-Martin-d'Hardinghem,5037N 00206E
FR,XHM,Saint-Martin-d'Heres,4510N 00546E
FR,NMY,Saint-Martin-d'Oney,4356N 00038W
FR,QFF,Saint-Martin-du-Bois,4502N 00016W
FR,MF4,Saint-Martin-du-Fouilloux,4635N 00007W
FR,MF5,Saint-Martin-du-Frene,4608N 00535E
FR,DUM,Saint-Martin-du-Manoir,4932N 00014E
FR,SMO,Saint-Martin-du-Mont,4606N 00520E
FR,MPU,Saint-Martin-du-Puy,4440N 00002W
FR,XDU,Saint-Martin-d'Uriage,4509N 00550E
FR,XXT,Saint-Martin-du-Tertre,4813N 00315E
FR,DTU,Saint-Martin-du-Tilleul,4907N 00032E
FR,V5V,Saint-Martin-du-Var,4349N 00712E
FR,9TN,Saint-Martin-en-Gatinois,4656N 00501E
FR,S69,Saint-Martin-en-Haut,4539N 00433E
FR,YT4,Saint-Martinien,4620N 00228E
FR,RNL,Saint-Martin-Labouval,4428N 00144E
FR,NLC,Saint-Martin-Lacaussade,4508N 00039W
FR,TMG,Saint-Martin-la-Garenne,4902N 00141E
FR,YME,Saint-Martin-Lalande,4318N 00201E
FR,INE,Saint-Martin-la-Plaine,4532N 00436E
FR,SBU,Saint-Martin-le-Beau,4721N 00055E
FR,IMM,Saint-Martin-le-Gaillard,4959N 00122E
FR,QIF,Saint-Martin-les-Melle,4613N 00000W
FR,ZMT,Saint-Martin-le-Vinoux,4512N 00543E
FR,AOG,Saint-Martin-Longueau,4920N 00235E
FR,L4Y,Saint-Martin-Lys,4250N 00214E
FR,9LX,Saint-Martin-Osmonville,4938N 00118E
FR,QAF,Saint-Martin-sous-Montaigu,4649N 00443E
FR,EPR,Saint-Martin-sur-le-Pre,4859N 00420E
FR,QBF,Saint-Martin-sur-Nohain,4722N 00259E
FR,M5T,Saint-Martin-sur-Ouanne,4750N 00306E
FR,SVX,Saint-Martin-Valmeroux,4507N 00225E
FR,M5V,Saint-Martin-Vesubie,4404N 00715E
FR,SMY,Saint-Martory,4309N 00056E
FR,T5M,Saint-Mary,4551N 00022E
FR,SZK,Saint-Masmes,4919N 00416E
FR,IUT,Saint-Mathieu,4542N 00046E
FR,SMT,Saint-Mathieu-de-Treviers,4346N 00351E
FR,SHI,Saint-Mathurin,4634N 00143W
FR,M4T,Saint-Mathurin-sur-Loire,4724N 00019W
FR,QCF,Saint-Matre,4424N 00107E
FR,5RA,Saint-Maur,4648N 00138E
FR,IZQ,Saint-Maur,4635N 00218E
FR,XUA,Saint-Maur-des-Fosses,4848N 00230E
FR,P3D,Saint-Maurice,4540N 00314E
FR,QEF,Saint-Maurice,4849N 00226E
FR,N83,Saint-Maurice-aux-Riches-Hommes,4821N 00330E
FR,NMO,Saint-Maurice-Colombier,4726N 00638E
FR,S6R,Saint-Maurice-d'Ardeche,4431N 00424E
FR,MDT,Saint-Maurice-de-Beynost,4550N 00458E
FR,GZ9,Saint-Maurice-de-Cazevieille,4402N 00414E
FR,QSU,Saint-Maurice-de-Gourdans,4549N 00512E
FR,SLI,Saint-Maurice-de-Lignon,4513N 00409E
FR,URQ,Saint-Maurice-de-Satonnay,4625N 00447E
FR,2MT,Saint-Maurice-de-Tavernole,4529N 00024W
FR,UBQ,Saint-Maurice-d'Ibie,4430N 00430E
FR,GXZ,Saint-Maurice-en-Gourgois,4524N 00411E
FR,SWC,Saint-Maurice-la-Clouere,4622N 00025E
FR,79S,Saint-Maurice-la-Fougereuse,4702N 00030W
FR,S3M,Saint-Maurice-la-Souterraine,4613N 00126E
FR,ZFI,Saint-Maurice-les-Brousses,4542N 00114E
FR,SHQ,Saint-Maurice-les-Couches,4653N 00436E
FR,SRX,Saint-Maurice-l'Exil,4524N 00447E
FR,M9M,Saint-Maurice-sous-les-Cotes,4901N 00541E
FR,M6A,Saint-Maurice-sur-Adour,4347N 00027W
FR,M6D,Saint-Maurice-sur-Dargoire,4535N 00438E
FR,NMG,Saint-Maurice-sur-Eygues,4418N 00501E
FR,VO3,Saint-Maurice-sur-Moselle,4752N 00650E
FR,ZXM,Saint-Max,4842N 00613E
FR,SMX,Saint-Maxent,5000N 00144E
FR,AZM,Saint-Maximin,4400N 00427E
FR,MXI,Saint-Maximin,4913N 00227E
FR,XIE,Saint-Maximin-la-Sainte-Baume,4327N 00552E
FR,MDC,Saint-Meard-de-Gurcon,4454N 00011E
FR,XA2,Saint-Medard,4531N 00008W
FR,WSM,Saint-Medard-d'Aunis,4609N 00058W
FR,RXZ,Saint-Medard-de-Guizieres,4501N 00003W
FR,XSM,Saint-Medard-de-Mussidan,4502N 00020E
FR,MDX,Saint-Medard-d'Excideuil,4519N 00104E
FR,DYR,Saint-Medard-d'Eyrans,4443N 00031W
FR,MJS,Saint-Medard-en-Jalles,4453N 00042W
FR,RDI,Saint-Medard-sur-Ille,4816N 00140W
FR,NGD,Saint-Meen-le-Grand,4811N 00212W
FR,AC3,Saint-Melaine-sur-Aubance,4722N 00030W
FR,EOI,Saint-Meloir-des-Bois,4827N 00215W
FR,SMD,Saint-Meloir-des-Ondes,4838N 00154W
FR,SXN,Saint-Meme-les-Carrieres,4538N 00008W
FR,SMM,Saint-Memmie,4857N 00423E
FR,SEE,Saint-Menet,4317N 00527E
FR,9SM,Saint-Menge,4817N 00557E
FR,8TM,Saint-Menges,4944N 00456E
FR,SME,Saint-Menoux,4635N 00309E
FR,BMK,Saint-Merd-la-Breuille,4545N 00226E
FR,M77,Saint-Mesmes,4859N 00242E
FR,MCD,Saint-Mesmin,4721N 00438E
FR,MMN,Saint-Mesmin,4648N 00044W
FR,MMA,Saint-Mesmin/Aube,4826N 00355E
FR,MMD,Saint-Mesmin/Dordogne,4521N 00112E
FR,MH2,Saint-M'Herve,4811N 00107W
FR,MH6,Saint-M'Hervon,4814N 00203W
FR,ICL,Saint-Michel,4538N 00006E
FR,SMH,Saint-Michel,4955N 00408E
FR,SFH,Saint-Michel-Chef-Chef,4710N 00209W
FR,BO8,Saint-Michel-de-Boulogne,4441N 00426E
FR,SF2,Saint-Michel-de-Fronsac,4456N 00019W
FR,JJD,Saint-Michel-de-Lapujade,4434N 00004E
FR,2QA,Saint-Michel-de-la-Roe,4753N 00108W
FR,IMN,Saint-Michel-de-Maurienne,4513N 00628E
FR,MHG,Saint-Michel-de-Montaigne,4451N 00001E
FR,SF5,Saint-Michel-de-Rieufret,4437N 00026W
FR,LQX,Saint-Michel-des-Loups,4846N 00132W
FR,AC4,Saint-Michel-d'Halescourt,4936N 00140E
FR,MHH,Saint-Michel-en-l'Herm,4621N 00115W
FR,G89,Saint-Michel-Lapujade,4435N 00005E
FR,CQ8,Saint-Michel-le-Cloucq,4629N 00045W
FR,2ZT,Saint-Michel-l'Ecluse-et-Leparon,4508N 00004E
FR,4SM,Saint-Michel-l'Observatoire,4354N 00543E
FR,MJM,Saint-Michel-Mont-Mercure,4650N 00053W
FR,QMS,Saint-Michel-sous-Bois,5031N 00156E
FR,SHT,Saint-Michel-sur-Meurthe,4819N 00654E
FR,MIC,Saint-Michel-sur-Orge,4838N 00218E
FR,SF6,Saint-Michel-sur-Rhone,4527N 00445E
FR,S3T,Saint-Michel-sur-Ternoise,5022N 00221E
FR,TML,Saint-Mihiel,4854N 00533E
FR,OO3,Saint-Mitre-les-Remparts,4327N 00501E
FR,TMO,Saint-Mont,4339N 00009W
FR,AMT,Saint-Montan,4426N 00437E
FR,TMW,Saint-Moreil,4551N 00141E
FR,MXO,Saint-Morillon,4439N 00030W
FR,DDB,Saint-Nabord,4802N 00634E
FR,SB8,Saint-Nabord,4803N 00635E
FR,SNB,Saint-Nabord-sur-Aube,4832N 00413E
FR,SNG,Saint-Nazaire,4412N 00436E
FR,SNP,Saint-Nazaire,4240N 00259E
FR,SNR,Saint-Nazaire,4717N 00212W
FR,SN2,Saint-Nazaire-d'Aude,4314N 00254E
FR,NZL,Saint-Nazaire-de-Ladarez,4330N 00305E
FR,ZIE,Saint-Nazaire-de-Pezan,4338N 00408E
FR,8DG,Saint-Nazaire-des-Gardies,4359N 00401E
FR,SZI,Saint-Nazaire-sur-Charente,4557N 00103W
FR,NXS,Saint-Nexans,4448N 00033E
FR,NXC,Saint-Nic,4812N 00417W
FR,PC6,Saint-Nicolas,5018N 00246E
FR,SID,Saint-Nicolas-d'Aliermont,4953N 00113E
FR,TOT,Saint-Nicolas-de-Bourgueil,4717N 00007E
FR,S9N,Saint-Nicolas-de-la-Grave,4404N 00102E
FR,SNL,Saint-Nicolas-de-la-Taille,4931N 00027E
FR,QRQ,Saint-Nicolas-de-Macherin,4523N 00536E
FR,NIC,Saint-Nicolas-de-Port,4838N 00618E
FR,RED,Saint-Nicolas-de-Redon,4739N 00204W
FR,NIP,Saint-Nicolas-du-Pelem,4819N 00310W
FR,SL3,Saint-Nicolas-les-Citeaux,4707N 00503E
FR,NDX,Saint-Nizier-d'Azergues,4605N 00428E
FR,SN3,Saint-Nizier-du-Moucherotte,4510N 00538E
FR,SIZ,Saint-Nizier-sous-Charlieu,4609N 00408E
FR,NFJ,Saint-Nolff,4742N 00239W
FR,NBC,Saint-Nom-la-Breteche,4851N 00201E
FR,STO,Saint-Omer,5045N 00215E
FR,SOH,Saint-Omer-en-Chaussee,4932N 00200E
FR,ODG,Saint-Orens-de-Gameville,4333N 00132E
FR,OPY,Saint-Orens-Pouy-Petit,4355N 00026E
FR,OUS,Saint-Ouen,4855N 00220E
FR,SOS,Saint-Ouen,5002N 00207E
FR,ZOU,Saint-Ouen,4748N 00105E
FR,OXM,Saint-Ouen-de-Mimbre,4817N 00002E
FR,JAB,Saint-Ouen-du-Breuil,4938N 00101E
FR,UER,Saint-Ouen-la-Rouerie,4827N 00126W
FR,SOL,Saint-Ouen-l'Aumone,4903N 00207E
FR,4SO,Saint-Ouen-les-Parey,4811N 00546E
FR,S37,Saint-Ouen-les-Vignes,4728N 00100E
FR,SQM,Saint-Ouen-Marchefroy,4851N 00132E
FR,TTI,Saint-Ouen-sur-Iton,4844N 00041E
FR,Q34,Saint-Ouen-sur-Loire,4653N 00318E
FR,IOS,Saint-Ours,4551N 00254E
FR,S29,Saint-Pabu,4834N 00324E
FR,FS4,Saint-Pair-sur-Mer,4849N 00134W
FR,S33,Saint-Palais,4519N 00035W
FR,SIP,Saint-Palais,4320N 00102W
FR,GP5,Saint-Palais-de-Negrignac,4516N 00013W
FR,PPH,Saint-Palais-de-Phiolin,4531N 00036W
FR,PIM,Saint-Palais-sur-Mer,4538N 00104W
FR,SPB,Saint-Pal-de-Chalencon,4521N 00357E
FR,NNM,Saint-Pal-de-Mons,4514N 00414E
FR,TTP,Saint-Pantaleon-de-Larche,4508N 00126E
FR,S26,Saint-Pantaleon-les-Vignes,4424N 00502E
FR,DS8,Saint-Pardoux,4634N 00018W
FR,PC5,Saint-Pardoux-Corbier,4526N 00127E
FR,2OI,Saint-Pardoux-la-Riviere,4530N 00045E
FR,SPG,Saint-Pargoire,4332N 00331E
FR,NTP,Saint-Parres-aux-Tertres,4818N 00407E
FR,SPL,Saint-Parres-les-Vaudes,4810N 00412E
FR,ST4,Saint-Paterne-Racan,4736N 00029E
FR,S3P,Saint-Pathus,4904N 00248E
FR,TPI,Saint-Patrice,4717N 00019E
FR,AI5,Saint-Paul,4342N 00707E
FR,GSP,Saint-Paul,4509N 00036W
FR,PA9,Saint-Paul,4540N 00547E
FR,SP5,Saint-Paul,4431N 00645E
FR,SPV,Saint-Paul,4545N 00126E
FR,U4L,Saint-Paul,4926N 00200E
FR,XJJ,Saint-Paul-Cap-de-Joux,4339N 00159E
FR,S66,Saint-Paul-de-Fenouillet,4249N 00230E
FR,SPJ,Saint-Paul-de-Jarrat,4255N 00139E
FR,SP7,Saint-Paul-de-Loubressac,4417N 00126E
FR,ZPX,Saint-Paul-de-Varax,4606N 00508E
FR,S5P,Saint-Paul-du-Bois,4705N 00033W
FR,S42,Saint-Paul-en-Jarez,4529N 00435E
FR,VA8,Saint-Paulet-de-Caisson,4416N 00436E
FR,SPZ,Saint-Paulien,4508N 00349E
FR,S4R,Saint-Paul-la-Roche,4529N 00100E
FR,SPX,Saint-Paul-les-Dax,4343N 00103W
FR,PSD,Saint-Paul-les-Durance,4341N 00542E
FR,U2E,Saint-Paul-les-Romans,4504N 00508E
FR,PNP,Saint-Paul-Mont-Penit,4647N 00140W
FR,ZPU,Saint-Paul-Trois-Chateaux,4420N 00446E
FR,8PB,Saint-Pe-de-Bigorre,4307N 00009W
FR,PZV,Saint-Pee-sur-Nivelle,4321N 00133W
FR,PY9,Saint-Peravy-la-Colombe,4800N 00141E
FR,SY7,Saint-Peray,4457N 00450E
FR,2OJ,Saint-Perdon,4352N 00035W
FR,RDX,Saint-Perdoux,4444N 00032E
FR,SY5,Saint-Pere,4725N 00258E
FR,SY9,Saint-Pere,4728N 00346E
